"Time, s",VPS1 [Case 1],CPS1 [Case 1]
0.6552,3.713468468,26.35544962
0.6554,3.238692716,25.46554217
0.6556,2.745514722,24.43093444
0.6558,2.236757575,23.25750525
0.656,1.715320531,21.95192229
0.6562,1.18417234,20.52160412
0.6564,0.64634764,18.9746781
0.6566,0.104914771,17.31993418
0.6568,-0.437035927,15.56677494
0.657,-0.976424808,13.72516218
0.6572,-1.510344984,11.8055603
0.6574,-2.035943103,9.818876881
0.6576,-2.550088541,7.776400643
0.6578,-3.049747363,5.689737345
0.658,-3.531997225,3.570743824
0.6582,-3.994180006,1.431460625
0.6584,-4.433753008,-0.715956419
0.6586,-4.848120708,-2.859305256
0.6588,-5.235158437,-4.98640695
0.659,-5.592529259,-7.085174885
0.6592,-5.918034506,-9.143683443
0.6594,-6.209825896,-11.15023577
0.6596,-6.466277073,-13.09343023
0.6598,-6.686045794,-14.96222521
0.66,-6.86796378,-16.74600184
0.6602,-7.010767696,-18.43462435
0.6604,-7.113634794,-20.01849764
0.6606,-7.175997479,-21.48862184
0.6608,-7.197531159,-22.8366434
0.661,-7.178149217,-24.0549026
0.6612,-7.117983453,-25.13647704
0.6614,-7.017338243,-26.07522101
0.6616,-6.876761681,-26.86580037
0.6618,-6.697057636,-27.50372289
0.662,-6.479272269,-27.98536377
0.6622,-6.224631281,-28.30798624
0.6624,-5.934578972,-28.46975708
0.6626,-5.610714201,-28.46975708
0.6628,-5.254994969,-28.30798624
0.663,-4.869600566,-27.98536377
0.6632,-4.456661664,-27.50372289
0.6634,-4.018456801,-26.86580037
0.6636,-3.557446129,-26.07522101
0.6638,-3.076230162,-25.13647704
0.664,-2.577538652,-24.0549026
0.6642,-2.064230954,-22.8366434
0.6644,-1.539222187,-21.48862184
0.6646,-1.005511396,-20.01849764
0.6648,-0.466139684,-18.43462435
0.665,0.075804469,-16.74600184
0.6652,0.617239227,-14.96222521
0.6654,1.155109921,-13.09343023
0.6656,1.686605646,-11.15023577
0.6658,2.208729985,-9.143683443
0.666,2.718385037,-7.085174885
0.6662,3.212557337,-4.98640695
0.6664,3.68839354,-2.859305256
0.6666,4.143333833,-0.715956419
0.6668,4.574768848,1.431460625
0.667,4.980258569,3.570743824
0.6672,5.357682588,5.689737345
0.6674,5.704654211,7.776400643
0.6676,6.019115091,9.818876881
0.6678,6.299298856,11.8055603
0.668,6.543653591,13.72516218
0.6682,6.750952478,15.56677494
0.6684,6.919952767,17.31993418
0.6686,7.049518963,18.9746781
0.6688,7.138933748,20.52160412
0.669,7.187714234,21.95192229
0.6692,7.195603326,23.25750525
0.6694,7.162604755,24.43093444
0.6696,7.088901271,25.46554217
0.6698,6.974871624,26.35544962
0.67,6.821150372,27.09560015
0.6702,6.628626606,27.68178807
0.6704,6.398410781,28.11068255
0.6706,6.131797145,28.37984652
0.6708,5.830287176,28.48775055
0.671,5.495558234,28.43378149
0.6712,5.129709645,28.21824602
0.6714,4.734887804,27.84236884
0.6716,4.313264181,27.30828577
0.6718,3.867172803,26.61903157
0.672,3.399134525,25.77852272
0.6722,2.911782334,24.79153517
0.6724,2.407898517,23.66367717
0.6726,1.890361823,22.40135743
0.6728,1.362116931,21.01174871
0.673,0.8261784,19.50274705
0.6732,0.285603799,17.88292688
0.6734,-0.256515844,16.16149236
0.6736,-0.797097174,14.34822501
0.6738,-1.333142137,12.45342819
0.674,-1.861862805,10.48786851
0.6742,-2.380165345,8.462714659
0.6744,-2.884989297,6.389473979
0.6746,-3.373349334,4.279927034
0.6748,-3.842498555,2.146060689
0.675,-4.289907119,5.86E-13
0.6752,-4.712932825,-2.146060689
0.6754,-5.1093183,-4.279927034
0.6756,-5.476844346,-6.389473979
0.6758,-5.813191994,-8.462714659
0.676,-6.116412191,-10.48786851
0.6762,-6.384808979,-12.45342819
0.6764,-6.616931237,-14.34822501
0.6766,-6.811616129,-16.16149236
0.6768,-6.967569037,-17.88292688
0.677,-7.083821401,-19.50274705
0.6772,-7.159733362,-21.01174871
0.6774,-7.194901007,-22.40135743
0.6776,-7.189150204,-23.66367717
0.6778,-7.142554573,-24.79153517
0.678,-7.055355333,-25.77852272
0.6782,-6.928011472,-26.61903157
0.6784,-6.761245242,-27.30828577
0.6786,-6.556025199,-27.84236884
0.6788,-6.313520826,-28.21824602
0.679,-6.035101907,-28.43378149
0.6792,-5.722317096,-28.48775055
0.6794,-5.376965656,-28.37984652
0.6796,-5.001232513,-28.11068255
0.6798,-4.597229284,-27.68178807
0.68,-4.167183778,-27.09560015
0.6802,-3.713488483,-26.35544962
0.6804,-3.23871296,-25.46554217
0.6806,-2.745534118,-24.43093444
0.6808,-2.236777314,-23.25750525
0.681,-1.715339524,-21.95192229
0.6812,-1.184192364,-20.52160412
